8.0958 	INFO 	Loaded monitor calibration from ['2025_11_04 16:23']
8.7261 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
8.7261 	INFO 	OpenGL version supported by driver is 4..
8.9791 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011E430757B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011E43075750>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000011E43171ED0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.9792 	EXP 	window1: backgroundImage = ''
8.9792 	EXP 	window1: backgroundFit = 'none'
9.0164 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0321 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0478 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0641 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0805 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0963 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1119 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1283 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1437 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1590 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1747 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2069 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2225 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
