6.5623 	INFO 	Loaded monitor calibration from ['2025_11_04 16:23']
6.8043 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
6.8043 	INFO 	OpenGL version supported by driver is 4..
6.9393 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B7D9D64BB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B7D9D64C10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002B7D9E253F0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9394 	EXP 	window1: backgroundImage = ''
6.9394 	EXP 	window1: backgroundFit = 'none'
6.9745 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9907 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0069 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0230 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0390 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0549 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0707 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0866 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1019 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1178 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1337 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1496 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1657 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1820 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1979 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2138 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2298 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2463 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2617 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2936 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2941 	DEBUG 	Uploading Texture Font fontname to graphics card
7.2958 	DEBUG 	Upload of Texture Font fontname complete
7.3250 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3412 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3575 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3579 	DEBUG 	Uploading Texture Font fontname to graphics card
7.3589 	DEBUG 	Upload of Texture Font fontname complete
7.3610 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.3610 	EXP 	window1: recordFrameIntervals = False
7.4910 	EXP 	window1: recordFrameIntervals = True
8.1239 	WARNING 	t of last frame was 21.46ms (=1/46)
8.5190 	EXP 	Screen (0) actual frame rate measured at 71.88Hz
8.5191 	EXP 	window1: recordFrameIntervals = False
8.5851 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6021 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6182 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6345 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6505 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6681 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6841 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7001 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7164 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7324 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7328 	DEBUG 	Uploading Texture Font fontname to graphics card
8.7338 	DEBUG 	Upload of Texture Font fontname complete
8.9776 	INFO 	keyboard.Keyboard is using ptb backend.
8.9777 	INFO 	keyboard.Keyboard is using ptb backend.
8.9777 	EXP 	acceptability-judgment-advanced: status = STARTED
9.1019 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.1322 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('left', 'top'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
9.1364 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('right', 'top'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.1625 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1642 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1659 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1674 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1684 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1694 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1710 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1724 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1735 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1738 	DEBUG 	Uploading Texture Font fontname to graphics card
9.1760 	DEBUG 	Upload of Texture Font fontname complete
