6.9673 	INFO 	Loaded monitor calibration from ['2025_11_04 16:23']
7.1939 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
7.1940 	INFO 	OpenGL version supported by driver is 4..
7.3349 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EF887F5F00>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EF887F5EA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EF888E55A0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.3349 	EXP 	window1: backgroundImage = ''
7.3350 	EXP 	window1: backgroundFit = 'none'
7.3667 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3843 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4004 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4164 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4327 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4483 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4641 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4800 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4957 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5109 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5266 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5423 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5580 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5741 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5898 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6056 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6212 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6404 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6562 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6722 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6875 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6879 	DEBUG 	Uploading Texture Font fontname to graphics card
7.6940 	DEBUG 	Upload of Texture Font fontname complete
7.7231 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7395 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7557 	DEBUG 	Uploading Texture Font fontname to graphics card
7.7614 	DEBUG 	Upload of Texture Font fontname complete
7.7634 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.7634 	EXP 	window1: recordFrameIntervals = False
7.8434 	EXP 	window1: recordFrameIntervals = True
8.3238 	WARNING 	t of last frame was 22.23ms (=1/44)
8.4616 	EXP 	Screen (0) actual frame rate measured at 72.85Hz
8.4617 	EXP 	window1: recordFrameIntervals = False
8.5184 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5348 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5507 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5672 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5837 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6002 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6160 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6318 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6481 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6647 	DEBUG 	Uploading Texture Font fontname to graphics card
8.6704 	DEBUG 	Upload of Texture Font fontname complete
8.9190 	INFO 	keyboard.Keyboard is using ptb backend.
8.9192 	INFO 	keyboard.Keyboard is using ptb backend.
8.9192 	EXP 	acceptability-judgment-advanced: status = STARTED
9.0350 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.0423 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.0974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0978 	DEBUG 	Uploading Texture Font fontname to graphics card
9.0983 	DEBUG 	Upload of Texture Font fontname complete
9.1390 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1393 	DEBUG 	Uploading Texture Font fontname to graphics card
9.1443 	DEBUG 	Upload of Texture Font fontname complete
9.1739 	EXP 	Created partyslider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Noto Sans', granularity=1.0, labelColor=None, labelHeight=np.float64(0.05), labelWrapWidth=None, labels=['Democrat', 'Repbulican'], lineColor=None, markerColor=None, name='partyslider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=1, style='slider', styleTweaks=[], ticks=array([1, 2]), units='height', win=Window(...))
9.1791 	EXP 	Created partyInstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='partyInstructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.1932 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('left', 'top'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
9.1989 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('right', 'top'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([1.  , 0.25]), size=array([0.7, 0.7]), texRes=128.0, units='height', win=Window(...))
9.2264 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2274 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2283 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2290 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2294 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2297 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2306 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2313 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2317 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2320 	DEBUG 	Uploading Texture Font fontname to graphics card
9.2333 	DEBUG 	Upload of Texture Font fontname complete
9.2726 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Noto Sans', granularity=1.0, labelColor=None, labelHeight=np.float64(0.05), labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([0.5, 0.1]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([0, 1, 2, 3, 4]), units='height', win=Window(...))
0.0070 	EXP 	partyslider: autoLog = True
0.0070 	EXP 	partyslider: styleTweaks = []
0.0070 	EXP 	partyslider: styleTweaks = []
0.0070 	EXP 	partyslider: styleTweaks = []
0.0070 	EXP 	partyslider: styleTweaks = []
0.0070 	EXP 	partyslider: contrast = 1.0
0.0070 	EXP 	partyslider: markerPos = 1
0.0070 	EXP 	partyslider: autoLog = True
0.0070 	EXP 	textbox: autoLog = True
0.0070 	EXP 	errorBox: autoLog = True
0.0070 	EXP 	slider: autoLog = True
0.0070 	EXP 	slider: ticks = <class 'numpy.ndarray'>
0.0070 	EXP 	slider: styleTweaks = []
0.0070 	EXP 	slider: styleTweaks = []
0.0070 	EXP 	slider: styleTweaks = ['triangleMarker']
0.0070 	EXP 	slider: styleTweaks = ['triangleMarker']
0.0070 	EXP 	slider: contrast = 1.0
